Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,label categorical
0.18,0.08,4971.54,16,16,802816,19.6,128,64,11,5,3136,0,C
0,0.07,4.5,512,17,1024,0.01,5,4,23,5,3136,3136.000256,A
0,0.07,4.5,512,17,1024,0.01,5,4,2,95,4,4,G
0,0.07,4.5,512,17,1024,0.01,5,4,11,5,3136,0,A
0.18,0.08,4971.54,16,16,802816,19.6,128,64,23,5,3136,3136.000256,E
0.18,0.08,4971.54,16,16,802816,19.6,128,64,2,95,4,4,B
0.18,0.08,4971.54,16,16,802816,19.6,128,64,11,5,3136,0,C
0,0.07,4.5,512,17,1024,0.01,5,4,23,5,3136,3136.000256,A
0,0.07,4.5,512,17,1024,0.01,5,4,2,95,4,4,G
0,0.07,4.5,512,17,1024,0.01,5,4,11,5,3136,0,A
0.18,0.07,4971.54,16,16,802816,19.6,128,64,23,5,3136,3136.000256,E
0.18,0.07,4971.54,16,16,802816,19.6,128,64,2,95,4,4,B
0.18,0.07,4971.54,16,16,802816,19.6,128,64,11,5,3136,0,C
0,0.07,4.5,512,17,1024,0.01,5,4,23,5,3136,3136.000256,A
0,0.07,4.5,512,17,1024,0.01,5,4,2,95,4,4,G
0,0.07,4.5,512,17,1024,0.01,5,4,11,5,3136,0,A
0.18,0.08,5205.52,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
0.18,0.08,5205.52,16,16,831744,20.31,128,64,2,96,4,4,B
0.18,0.08,5205.52,16,16,831744,20.31,128,64,12,7,3252,0,F
0,0.07,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
0,0.07,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
0,0.07,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
0.18,0.07,5205.52,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
0.18,0.07,5205.52,16,16,831744,20.31,128,64,2,96,4,4,B
0.18,0.07,5205.52,16,16,831744,20.31,128,64,12,7,3252,0,F
0,0.07,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
0,0.07,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
0,0.07,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
0.18,0.07,5189.82,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
0.18,0.07,5189.82,16,16,831744,20.31,128,64,2,96,4,4,B
0.18,0.07,5189.82,16,16,831744,20.31,128,64,12,7,3252,0,F
0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
0.18,0.07,5178.47,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
0.18,0.07,5178.47,16,16,831744,20.31,128,64,2,96,4,4,B
0.18,0.07,5178.47,16,16,831744,20.31,128,64,12,7,3252,0,F
0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
0.18,0.07,5178.47,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
0.18,0.07,5178.47,16,16,831744,20.31,128,64,2,96,4,4,B
0.18,0.07,5178.47,16,16,831744,20.31,128,64,12,7,3252,0,F
0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
0.18,0.07,5178.47,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
0.18,0.07,5178.47,16,16,831744,20.31,128,64,2,96,4,4,B
0.18,0.07,5178.47,16,16,831744,20.31,128,64,12,7,3252,0,F
0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
0.18,0.07,5162.81,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
0.18,0.07,5162.81,16,16,831744,20.31,128,64,2,96,4,4,B
0.18,0.07,5162.81,16,16,831744,20.31,128,64,12,7,3252,0,F
0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
0.18,0.07,5151.51,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
0.18,0.07,5151.51,16,16,831744,20.31,128,64,2,96,4,4,B
0.18,0.07,5151.51,16,16,831744,20.31,128,64,12,7,3252,0,F
0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
0.18,0.08,5151.51,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
0.18,0.08,5151.51,16,16,831744,20.31,128,64,2,96,4,4,B
0.18,0.08,5151.51,16,16,831744,20.31,128,64,12,7,3252,0,F
0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
0.18,0.08,5151.51,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
0.18,0.08,5151.51,16,16,831744,20.31,128,64,2,96,4,4,B
0.18,0.08,5151.51,16,16,831744,20.31,128,64,12,7,3252,0,F
0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
0.18,0.07,5389.65,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
0.18,0.07,5389.65,16,16,861184,21.02,128,64,2,87,4,4,B
0.18,0.07,5389.65,16,16,861184,21.02,128,64,12,5,3364,0,G
0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
0.18,0.07,5389.65,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
0.18,0.07,5389.65,16,16,861184,21.02,128,64,2,87,4,4,B
0.18,0.07,5389.65,16,16,861184,21.02,128,64,12,5,3364,0,G
0,0.06,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
0,0.06,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
0,0.06,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
0.18,0.08,5373.67,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
0.18,0.08,5373.67,16,16,861184,21.02,128,64,2,87,4,4,B
0.18,0.08,5373.67,16,16,861184,21.02,128,64,12,5,3364,0,G
0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
0.18,0.07,5362.12,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
0.18,0.07,5362.12,16,16,861184,21.02,128,64,2,87,4,4,B
0.18,0.07,5362.12,16,16,861184,21.02,128,64,12,5,3364,0,G
0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
0.18,0.07,5362.12,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
0.18,0.07,5362.12,16,16,861184,21.02,128,64,2,87,4,4,B
0.18,0.07,5362.12,16,16,861184,21.02,128,64,12,5,3364,0,G
0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
0.18,0.07,5362.12,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
0.18,0.07,5362.12,16,16,861184,21.02,128,64,2,87,4,4,B
0.18,0.07,5362.12,16,16,861184,21.02,128,64,12,5,3364,0,G
0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
0.18,0.07,5346.19,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
0.18,0.07,5346.19,16,16,861184,21.02,128,64,2,87,4,4,B
0.18,0.07,5346.19,16,16,861184,21.02,128,64,12,5,3364,0,G
0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
0.18,0.07,5334.69,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
0.18,0.07,5334.69,16,16,861184,21.02,128,64,2,87,4,4,B
0.18,0.07,5334.69,16,16,861184,21.02,128,64,12,5,3364,0,G
0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
0.18,0.08,5334.69,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
0.18,0.08,5334.69,16,16,861184,21.02,128,64,2,87,4,4,B
0.18,0.08,5334.69,16,16,861184,21.02,128,64,12,5,3364,0,G
0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
0.18,0.07,5334.69,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
0.18,0.07,5334.69,16,16,861184,21.02,128,64,2,87,4,4,B
0.18,0.07,5334.69,16,16,861184,21.02,128,64,12,5,3364,0,G
0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
0.18,0.07,5576.98,16,16,891136,21.76,128,64,26,5,3484,3484.000256,C
0.18,0.07,5576.98,16,16,891136,21.76,128,64,2,88,4,4,B
0.18,0.07,5576.98,16,16,891136,21.76,128,64,12,5,3484,0,C
0,0.07,4.75,512,17,1024,0.01,5,4,26,5,3484,3484.000256,A
0,0.07,4.75,512,17,1024,0.01,5,4,2,88,4,4,D
0,0.07,4.75,512,17,1024,0.01,5,4,12,5,3484,0,A
0.18,0.07,5576.98,16,16,891136,21.76,128,64,26,5,3484,3484.000256,C
0.18,0.07,5576.98,16,16,891136,21.76,128,64,2,88,4,4,B
0.18,0.07,5576.98,16,16,891136,21.76,128,64,12,5,3484,0,C
0,0.08,4.75,512,17,1024,0.01,5,4,26,5,3484,3484.000256,A
0,0.08,4.75,512,17,1024,0.01,5,4,2,88,4,4,D
0,0.08,4.75,512,17,1024,0.01,5,4,12,5,3484,0,A
0.18,0.07,5560.72,16,16,891136,21.76,128,64,26,5,3484,3484.000256,C
0.18,0.07,5560.72,16,16,891136,21.76,128,64,2,88,4,4,B
0.18,0.07,5560.72,16,16,891136,21.76,128,64,12,5,3484,0,C
0,0.07,4.75,512,17,1024,0.01,5,4,26,5,3484,3484.000256,A
0,0.07,4.75,512,17,1024,0.01,5,4,2,88,4,4,D
0,0.07,4.75,512,17,1024,0.01,5,4,12,5,3484,0,A
0.18,0.07,5548.97,16,16,891136,21.76,128,64,26,5,3484,3484.000256,C
0.18,0.07,5548.97,16,16,891136,21.76,128,64,2,88,4,4,B
0.18,0.07,5548.97,16,16,891136,21.76,128,64,12,5,3484,0,C
0,0.08,4.75,512,17,1024,0.01,5,4,26,5,3484,3484.000256,A
0,0.08,4.75,512,17,1024,0.01,5,4,2,88,4,4,D
0,0.08,4.75,512,17,1024,0.01,5,4,12,5,3484,0,A
0.18,0.08,5548.97,16,16,891136,21.76,128,64,26,5,3484,3484.000256,C
0.18,0.08,5548.97,16,16,891136,21.76,128,64,2,88,4,4,B
0.18,0.08,5548.97,16,16,891136,21.76,128,64,12,5,3484,0,C
0,0.07,4.75,512,17,1024,0.01,5,4,26,5,3484,3484.000256,A
0,0.07,4.75,512,17,1024,0.01,5,4,2,88,4,4,D
0,0.07,4.75,512,17,1024,0.01,5,4,12,5,3484,0,A
0.18,0.07,5548.97,16,16,891136,21.76,128,64,26,5,3484,3484.000256,C
0.18,0.07,5548.97,16,16,891136,21.76,128,64,2,88,4,4,B
0.18,0.07,5548.97,16,16,891136,21.76,128,64,12,5,3484,0,C
0,0.08,4.75,512,17,1024,0.01,5,4,26,5,3484,3484.000256,A
0,0.08,4.75,512,17,1024,0.01,5,4,2,88,4,4,D
0,0.08,4.75,512,17,1024,0.01,5,4,12,5,3484,0,A
0.18,0.08,5532.76,16,16,891136,21.76,128,64,26,5,3484,3484.000256,C
0.18,0.08,5532.76,16,16,891136,21.76,128,64,2,88,4,4,B
0.18,0.08,5532.76,16,16,891136,21.76,128,64,12,5,3484,0,C
0,0.07,4.75,512,17,1024,0.01,5,4,26,5,3484,3484.000256,A
0,0.07,4.75,512,17,1024,0.01,5,4,2,88,4,4,D
0,0.07,4.75,512,17,1024,0.01,5,4,12,5,3484,0,A
0.18,0.07,5521.06,16,16,891136,21.76,128,64,26,5,3484,3484.000256,C
0.18,0.07,5521.06,16,16,891136,21.76,128,64,2,88,4,4,B
0.18,0.07,5521.06,16,16,891136,21.76,128,64,12,5,3484,0,C
0,0.08,4.75,512,17,1024,0.01,5,4,26,5,3484,3484.000256,A
0,0.08,4.75,512,17,1024,0.01,5,4,2,88,4,4,D
0,0.08,4.75,512,17,1024,0.01,5,4,12,5,3484,0,A
0.18,0.07,5521.06,16,16,891136,21.76,128,64,26,5,3484,3484.000256,C
0.18,0.07,5521.06,16,16,891136,21.76,128,64,2,88,4,4,B
0.18,0.07,5521.06,16,16,891136,21.76,128,64,12,5,3484,0,C
0,0.07,4.75,512,17,1024,0.01,5,4,26,5,3484,3484.000256,A
0,0.07,4.75,512,17,1024,0.01,5,4,2,88,4,4,D
0,0.07,4.75,512,17,1024,0.01,5,4,12,5,3484,0,A
0.18,0.08,5521.06,16,16,891136,21.76,128,64,26,5,3484,3484.000256,C
0.18,0.08,5521.06,16,16,891136,21.76,128,64,2,88,4,4,B
0.18,0.08,5521.06,16,16,891136,21.76,128,64,12,5,3484,0,C
0,0.08,4.75,512,17,1024,0.01,5,4,26,5,3484,3484.000256,A
0,0.08,4.75,512,17,1024,0.01,5,4,2,88,4,4,D
0,0.08,4.75,512,17,1024,0.01,5,4,12,5,3484,0,A
0.05,0.03,58.35,16,16,9216,0.23,128,64,2,11,64,40,A
0.05,0.03,58.35,16,16,9216,0.23,128,64,1,0,0,4,A
0.05,0.03,58.35,16,16,9216,0.23,128,64,1,5,64,24,A
0,0.05,0.88,512,17,512,0,5,4,2,11,64,40,A
0,0.05,0.88,512,17,512,0,5,4,1,0,0,4,A
0,0.05,0.88,512,17,512,0,5,4,1,5,64,24,A
0.05,0.04,58.35,16,16,9216,0.23,128,64,2,11,64,40,A
0.05,0.04,58.35,16,16,9216,0.23,128,64,1,0,0,4,A
0.05,0.04,58.35,16,16,9216,0.23,128,64,1,5,64,24,A
0,0.06,0.88,512,17,512,0,5,4,2,11,64,40,A
0,0.06,0.88,512,17,512,0,5,4,1,0,0,4,A
0,0.06,0.88,512,17,512,0,5,4,1,5,64,24,A
0.05,0.03,56.67,16,16,9216,0.23,128,64,2,11,64,40,A
0.05,0.03,56.67,16,16,9216,0.23,128,64,1,0,0,4,A
0.05,0.03,56.67,16,16,9216,0.23,128,64,1,5,64,24,A
0,0.05,0.88,512,17,512,0,5,4,2,11,64,40,A
0,0.05,0.88,512,17,512,0,5,4,1,0,0,4,A
0,0.05,0.88,512,17,512,0,5,4,1,5,64,24,A
0.05,0.04,55.52,16,16,9216,0.23,128,64,2,11,64,40,A
0.05,0.04,55.52,16,16,9216,0.23,128,64,1,0,0,4,A
0.05,0.04,55.52,16,16,9216,0.23,128,64,1,5,64,24,A
0,0.05,0.88,512,17,512,0,5,4,2,11,64,40,A
0,0.05,0.88,512,17,512,0,5,4,1,0,0,4,A
0,0.05,0.88,512,17,512,0,5,4,1,5,64,24,A
0.05,0.04,55.52,16,16,9216,0.23,128,64,2,11,64,40,A
0.05,0.04,55.52,16,16,9216,0.23,128,64,1,0,0,4,A
0.05,0.04,55.52,16,16,9216,0.23,128,64,1,5,64,24,A
0,0.06,0.88,512,17,512,0,5,4,2,11,64,40,A
0,0.06,0.88,512,17,512,0,5,4,1,0,0,4,A
0,0.06,0.88,512,17,512,0,5,4,1,5,64,24,A
0.05,0.04,55.52,16,16,9216,0.23,128,64,2,11,64,40,A
0.05,0.04,55.52,16,16,9216,0.23,128,64,1,0,0,4,A
0.05,0.04,55.52,16,16,9216,0.23,128,64,1,5,64,24,A
0,0.06,0.88,512,17,512,0,5,4,2,11,64,40,A
0,0.06,0.88,512,17,512,0,5,4,1,0,0,4,A
0,0.06,0.88,512,17,512,0,5,4,1,5,64,24,A
0.05,0.04,53.89,16,16,9216,0.23,128,64,2,11,64,40,A
0.05,0.04,53.89,16,16,9216,0.23,128,64,1,0,0,4,A
0.05,0.04,53.89,16,16,9216,0.23,128,64,1,5,64,24,A
0,0.05,0.88,512,17,512,0,5,4,2,11,64,40,A
0,0.05,0.88,512,17,512,0,5,4,1,0,0,4,A
0,0.05,0.88,512,17,512,0,5,4,1,5,64,24,A
0.05,0.03,52.79,16,16,9216,0.23,128,64,2,11,64,40,A
0.05,0.03,52.79,16,16,9216,0.23,128,64,1,0,0,4,A
0.05,0.03,52.79,16,16,9216,0.23,128,64,1,5,64,24,A
0,0.05,0.88,512,17,512,0,5,4,2,11,64,40,A
0,0.05,0.88,512,17,512,0,5,4,1,0,0,4,A
0,0.05,0.88,512,17,512,0,5,4,1,5,64,24,A
0.05,0.04,52.79,16,16,9216,0.23,128,64,2,11,64,40,A
0.05,0.04,52.79,16,16,9216,0.23,128,64,1,0,0,4,A
0.05,0.04,52.79,16,16,9216,0.23,128,64,1,5,64,24,A
0,0.06,0.88,512,17,512,0,5,4,2,11,64,40,A
0,0.06,0.88,512,17,512,0,5,4,1,0,0,4,A
0,0.06,0.88,512,17,512,0,5,4,1,5,64,24,A
0.05,0.04,52.79,16,16,9216,0.23,128,64,2,11,64,40,A
0.05,0.04,52.79,16,16,9216,0.23,128,64,1,0,0,4,A
0.05,0.04,52.79,16,16,9216,0.23,128,64,1,5,64,24,A
0,0.05,0.88,512,17,512,0,5,4,2,11,64,40,A
0,0.05,0.88,512,17,512,0,5,4,1,0,0,4,A
0,0.05,0.88,512,17,512,0,5,4,1,5,64,24,A
0.18,0.08,5767.5,16,16,921600,22.5,128,64,27,5,3600,3600.000256,D
0.18,0.08,5767.5,16,16,921600,22.5,128,64,2,90,4,4,A
0.18,0.08,5767.5,16,16,921600,22.5,128,64,12,4,3600,0,G
0,0.07,4.75,512,17,1024,0.01,5,4,27,5,3600,3600.000256,A
0,0.07,4.75,512,17,1024,0.01,5,4,2,90,4,4,C
0,0.07,4.75,512,17,1024,0.01,5,4,12,4,3600,0,A
0.18,0.08,5767.5,16,16,921600,22.5,128,64,27,5,3600,3600.000256,D
0.18,0.08,5767.5,16,16,921600,22.5,128,64,2,90,4,4,A
0.18,0.08,5767.5,16,16,921600,22.5,128,64,12,4,3600,0,G
0,0.07,4.75,512,17,1024,0.01,5,4,27,5,3600,3600.000256,A
0,0.07,4.75,512,17,1024,0.01,5,4,2,90,4,4,C
0,0.07,4.75,512,17,1024,0.01,5,4,12,4,3600,0,A
0.18,0.07,5750.97,16,16,921600,22.5,128,64,27,5,3600,3600.000256,D
0.18,0.07,5750.97,16,16,921600,22.5,128,64,2,90,4,4,A
0.18,0.07,5750.97,16,16,921600,22.5,128,64,12,4,3600,0,G
0,0.07,4.75,512,17,1024,0.01,5,4,27,5,3600,3600.000256,A
0,0.07,4.75,512,17,1024,0.01,5,4,2,90,4,4,C
0,0.07,4.75,512,17,1024,0.01,5,4,12,4,3600,0,A
0.18,0.08,5739.02,16,16,921600,22.5,128,64,27,5,3600,3600.000256,D
0.18,0.08,5739.02,16,16,921600,22.5,128,64,2,90,4,4,A
0.18,0.08,5739.02,16,16,921600,22.5,128,64,12,4,3600,0,G
0,0.06,4.75,512,17,1024,0.01,5,4,27,5,3600,3600.000256,A
0,0.06,4.75,512,17,1024,0.01,5,4,2,90,4,4,C
0,0.06,4.75,512,17,1024,0.01,5,4,12,4,3600,0,A
0.18,0.07,5739.02,16,16,921600,22.5,128,64,27,5,3600,3600.000256,D
0.18,0.07,5739.02,16,16,921600,22.5,128,64,2,90,4,4,A
0.18,0.07,5739.02,16,16,921600,22.5,128,64,12,4,3600,0,G
0,0.07,4.75,512,17,1024,0.01,5,4,27,5,3600,3600.000256,A
0,0.07,4.75,512,17,1024,0.01,5,4,2,90,4,4,C
0,0.07,4.75,512,17,1024,0.01,5,4,12,4,3600,0,A
0.18,0.08,5739.02,16,16,921600,22.5,128,64,27,5,3600,3600.000256,D
0.18,0.08,5739.02,16,16,921600,22.5,128,64,2,90,4,4,A
0.18,0.08,5739.02,16,16,921600,22.5,128,64,12,4,3600,0,G
0,0.07,4.75,512,17,1024,0.01,5,4,27,5,3600,3600.000256,A
0,0.07,4.75,512,17,1024,0.01,5,4,2,90,4,4,C
0,0.07,4.75,512,17,1024,0.01,5,4,12,4,3600,0,A
0.18,0.08,5722.54,16,16,921600,22.5,128,64,27,5,3600,3600.000256,D
0.18,0.08,5722.54,16,16,921600,22.5,128,64,2,90,4,4,A
0.18,0.08,5722.54,16,16,921600,22.5,128,64,12,4,3600,0,G
0,0.07,4.75,512,17,1024,0.01,5,4,27,5,3600,3600.000256,A
0,0.07,4.75,512,17,1024,0.01,5,4,2,90,4,4,C
0,0.07,4.75,512,17,1024,0.01,5,4,12,4,3600,0,A
0.18,0.08,5710.64,16,16,921600,22.5,128,64,27,5,3600,3600.000256,D
0.18,0.08,5710.64,16,16,921600,22.5,128,64,2,90,4,4,A
0.18,0.08,5710.64,16,16,921600,22.5,128,64,12,4,3600,0,G
0,0.07,4.75,512,17,1024,0.01,5,4,27,5,3600,3600.000256,A
0,0.07,4.75,512,17,1024,0.01,5,4,2,90,4,4,C
0,0.07,4.75,512,17,1024,0.01,5,4,12,4,3600,0,A
0.18,0.07,5710.64,16,16,921600,22.5,128,64,27,5,3600,3600.000256,D
0.18,0.07,5710.64,16,16,921600,22.5,128,64,2,90,4,4,A
0.18,0.07,5710.64,16,16,921600,22.5,128,64,12,4,3600,0,G
0,0.07,4.75,512,17,1024,0.01,5,4,27,5,3600,3600.000256,A
0,0.07,4.75,512,17,1024,0.01,5,4,2,90,4,4,C
0,0.07,4.75,512,17,1024,0.01,5,4,12,4,3600,0,A
0.18,0.07,5710.64,16,16,921600,22.5,128,64,27,5,3600,3600.000256,D
0.18,0.07,5710.64,16,16,921600,22.5,128,64,2,90,4,4,A
0.18,0.07,5710.64,16,16,921600,22.5,128,64,12,4,3600,0,G
0,0.07,4.75,512,17,1024,0.01,5,4,27,5,3600,3600.000256,A
0,0.07,4.75,512,17,1024,0.01,5,4,2,90,4,4,C
0,0.07,4.75,512,17,1024,0.01,5,4,12,4,3600,0,A
0.18,0.07,5961.23,16,16,952576,23.26,128,64,28,5,3724,3724.000256,C
0.18,0.07,5961.23,16,16,952576,23.26,128,64,2,95,4,4,A
0.18,0.07,5961.23,16,16,952576,23.26,128,64,12,5,3724,0,D
0,0.08,4.88,512,17,1024,0.01,5,4,28,5,3724,3724.000256,A
0,0.08,4.88,512,17,1024,0.01,5,4,2,95,4,4,D
0,0.08,4.88,512,17,1024,0.01,5,4,12,5,3724,0,A
0.18,0.07,5961.23,16,16,952576,23.26,128,64,28,5,3724,3724.000256,C
0.18,0.07,5961.23,16,16,952576,23.26,128,64,2,95,4,4,A
0.18,0.07,5961.23,16,16,952576,23.26,128,64,12,5,3724,0,D
0,0.08,4.88,512,17,1024,0.01,5,4,28,5,3724,3724.000256,A
0,0.08,4.88,512,17,1024,0.01,5,4,2,95,4,4,D
0,0.08,4.88,512,17,1024,0.01,5,4,12,5,3724,0,A
0.18,0.07,5944.42,16,16,952576,23.26,128,64,28,5,3724,3724.000256,C
0.18,0.07,5944.42,16,16,952576,23.26,128,64,2,95,4,4,A
0.18,0.07,5944.42,16,16,952576,23.26,128,64,12,5,3724,0,D
0,0.08,4.88,512,17,1024,0.01,5,4,28,5,3724,3724.000256,A
0,0.08,4.88,512,17,1024,0.01,5,4,2,95,4,4,D
0,0.08,4.88,512,17,1024,0.01,5,4,12,5,3724,0,A
0.18,0.07,5932.27,16,16,952576,23.26,128,64,28,5,3724,3724.000256,C
0.18,0.07,5932.27,16,16,952576,23.26,128,64,2,95,4,4,A
0.18,0.07,5932.27,16,16,952576,23.26,128,64,12,5,3724,0,D
0,0.08,4.88,512,17,1024,0.01,5,4,28,5,3724,3724.000256,A
0,0.08,4.88,512,17,1024,0.01,5,4,2,95,4,4,D
0,0.08,4.88,512,17,1024,0.01,5,4,12,5,3724,0,A
0.18,0.08,5932.27,16,16,952576,23.26,128,64,28,5,3724,3724.000256,C
0.18,0.08,5932.27,16,16,952576,23.26,128,64,2,95,4,4,A
0.18,0.08,5932.27,16,16,952576,23.26,128,64,12,5,3724,0,D
0,0.08,4.88,512,17,1024,0.01,5,4,28,5,3724,3724.000256,A
0,0.08,4.88,512,17,1024,0.01,5,4,2,95,4,4,D
0,0.08,4.88,512,17,1024,0.01,5,4,12,5,3724,0,A
0.18,0.07,5932.27,16,16,952576,23.26,128,64,28,5,3724,3724.000256,C
0.18,0.07,5932.27,16,16,952576,23.26,128,64,2,95,4,4,A
0.18,0.07,5932.27,16,16,952576,23.26,128,64,12,5,3724,0,D
0,0.08,4.88,512,17,1024,0.01,5,4,28,5,3724,3724.000256,A
0,0.08,4.88,512,17,1024,0.01,5,4,2,95,4,4,D
0,0.08,4.88,512,17,1024,0.01,5,4,12,5,3724,0,A
0.18,0.08,5915.51,16,16,952576,23.26,128,64,28,5,3724,3724.000256,C
0.18,0.08,5915.51,16,16,952576,23.26,128,64,2,95,4,4,A
0.18,0.08,5915.51,16,16,952576,23.26,128,64,12,5,3724,0,D
0,0.08,4.88,512,17,1024,0.01,5,4,28,5,3724,3724.000256,A
0,0.08,4.88,512,17,1024,0.01,5,4,2,95,4,4,D
0,0.08,4.88,512,17,1024,0.01,5,4,12,5,3724,0,A
0.18,0.07,5903.41,16,16,952576,23.26,128,64,28,5,3724,3724.000256,C
0.18,0.07,5903.41,16,16,952576,23.26,128,64,2,95,4,4,A
0.18,0.07,5903.41,16,16,952576,23.26,128,64,12,5,3724,0,D
0,0.08,4.88,512,17,1024,0.01,5,4,28,5,3724,3724.000256,A
0,0.08,4.88,512,17,1024,0.01,5,4,2,95,4,4,D
0,0.08,4.88,512,17,1024,0.01,5,4,12,5,3724,0,A
0.18,0.07,5903.41,16,16,952576,23.26,128,64,28,5,3724,3724.000256,C
0.18,0.07,5903.41,16,16,952576,23.26,128,64,2,95,4,4,A
